特許権者,特許番号,技術担当者,知財担当者,発明の内容,侵害可能性,侵害企業・製品候補,無効可能性,収益見込み,関連情報,進捗・メモ,特許公報リンク,重複チェック,特許番号(番号のみ)
ミックウェア,特許5404234,小田,小田,,×,,,,https://chatgpt.com/share/68e595dc-ac24-800b-bf56-34cd642cf0d5,,,1,5404234
ミックウェア,特許5414284,小田,小田,,×,,,,https://chatgpt.com/share/68e59623-5968-800b-8591-a1f7b68242ba,,,1,5414284
ミックウェア,特許5478242,小田,小田,,×,,,,https://chatgpt.com/s/dr_68e58dfb89048191acd96fcdb1986dba,,,1,5478242
ミックウェア,特許5478418,小田,小田,,×,,,,https://chatgpt.com/share/68e59677-5188-800b-a337-434426362683,,,1,5478418
ミックウェア,特許5494642,小田,小田,Navicon →結果的には侵害品ないが、譲渡できるのかどうか確認,×,,,,https://chatgpt.com/share/68e65b99-bf4c-800b-ab65-46e4aeb0e31b,,,1,5494642
ミックウェア,特許5513806,小田,小田,,〇→× 最初グーグルストリートビューが合致すると分析したが、ストリートビューの方が先,,,,https://chatgpt.com/share/68e661ed-991c-800b-a97e-c40bd90561bd,,,1,5513806
ミックウェア,特許5514038,小田,小田,,〇→× 最初グーグルストリートビューが合致すると分析したが、ストリートビューの方が先。操作列（チャンク）がポイント,,,,https://chatgpt.com/share/68e6d8a7-b548-800b-a3d4-c1f5d4f7b63b,,,1,5514038
ミックウェア,特許5554972,小田,小田,第一の地図表示部、第二の地図表示部があって、第一地図表示部の操作に連動して、第二地図の表示変更,最初〇だが、,,,,,,,1,5554972
ミックウェア,特許5578719,小田,小田,,,,,,,,,1,5578719
ミックウェア,特許5584581,小田,小田,,,,,,,,,1,5584581
ミックウェア,特許5607419,小田,小田,,,,,,,,,1,5607419
ミックウェア,特許5612456,小田,小田,,,,,,,,,1,5612456
ミックウェア,特許5629178,小田,小田,,,,,,,,,1,5629178
ミックウェア,特許5674418,小田,小田,,,,,,,,,1,5674418
ミックウェア,特許5674512,小田,小田,,,,,,,,,1,5674512
ミックウェア,特許5680986,小田,小田,,,,,,,,,1,5680986
ミックウェア,特許5693188,小田,小田,,,,,,,,,1,5693188
ミックウェア,特許5717618,小田,小田,,,,,,,,,1,5717618
ミックウェア,特許5734035,小田,小田,,,,,,,,,1,5734035
ミックウェア,特許5765290,小田,小田,,,,,,,,,1,5765290
ミックウェア,特許5797419,小田,小田,,,,,,,,,1,5797419
ミックウェア,特許5798472,小田,小田,,,,,,,,,1,5798472
ミックウェア,特許5800386,小田,小田,,,,,,,,,1,5800386
ミックウェア,特許5811987,小田,小田,,,,,,,,,1,5811987
ミックウェア,特許5814682,小田,小田,,,,,,,,,1,5814682
ミックウェア,特許5851226,小田,小田,,,,,,,,,1,5851226
ミックウェア,特許5855412,小田,小田,,,,,,,,,1,5855412
ミックウェア,特許5869774,小田,小田,,,,,,,,,1,5869774
ミックウェア,特許5893238,小田,小田,,,,,,,,,1,5893238
ミックウェア,特許5893481,小田,小田,,,,,,,,,1,5893481
ミックウェア,特許5893525,小田,小田,,,,,,,,,1,5893525
ミックウェア,特許5897965,小田,小田,,,,,,,,,1,5897965
ミックウェア,特許5907794,小田,小田,,,,,,,,,1,5907794
ミックウェア,特許5912328,小田,小田,,,,,,,,,1,5912328
ミックウェア,特許5912329,小田,小田,,,,,,,,,1,5912329
ミックウェア,特許5912344,小田,小田,,,,,,,,,1,5912344
ミックウェア,特許5912918,小田,小田,,,,,,,,,1,5912918
ミックウェア,特許5913449,小田,小田,,,,,,,,,1,5913449
ミックウェア,特許5955493,小田,小田,,,,,,,,,1,5955493
ミックウェア,特許5955742,小田,小田,,,,,,,,,1,5955742
ミックウェア,特許5955743,小田,小田,,,,,,,,,1,5955743
ミックウェア,特許5956005,小田,小田,,,,,,,,,1,5956005
ミックウェア,特許5977576,小田,小田,,,,,,,,,1,5977576
ミックウェア,特許5986742,小田,小田,,,,,,,,,1,5986742
ミックウェア,特許5986755,小田,小田,,,,,,,,,1,5986755
ミックウェア,特許6005474,小田,小田,,,,,,,,,1,6005474
ミックウェア,特許6005475,小田,小田,,,,,,,,,1,6005475
ミックウェア,特許6025420,小田,小田,,,,,,,,,1,6025420
ミックウェア,特許6025462,小田,小田,,,,,,,,,1,6025462
ミックウェア,特許6076078,小田,小田,,,,,,,,,1,6076078
ミックウェア,特許6081702,小田,小田,,,,,,,,,1,6081702
ミックウェア,特許6086577,小田,小田,,,,,,,,,1,6086577
ミックウェア,特許6110594,小田,小田,,,,,,,,,1,6110594
ミックウェア,特許6130670,小田,小田,,,,,,,,,1,6130670
ミックウェア,特許6150683,小田,小田,,,,,,,,,1,6150683
ミックウェア,特許6174936,小田,小田,,,,,,,,,1,6174936
ミックウェア,特許6174951,小田,小田,,,,,,,,,1,6174951
ミックウェア,特許6178578,小田,小田,,,,,,,,,1,6178578
ミックウェア,特許6178890,小田,小田,,,,,,,,,1,6178890
ミックウェア,特許6186165,小田,小田,,,,,,,,,1,6186165
ミックウェア,特許6210628,小田,小田,,,,,,,,,1,6210628
ミックウェア,特許6224946,小田,小田,,,,,,,,,1,6224946
ミックウェア,特許6224947,小田,小田,,,,,,,,,1,6224947
ミックウェア,特許6228358,小田,小田,,,,,,,,,1,6228358
ミックウェア,特許6231315,小田,小田,,,,,,,,,1,6231315
ミックウェア,特許6247504,小田,小田,,,,,,,,,1,6247504
ミックウェア,特許6254378,小田,小田,,,,,,,,,1,6254378
ミックウェア,特許6259216,小田,小田,,,,,,,,,1,6259216
ミックウェア,特許6263347,小田,小田,,,,,,,,,1,6263347
ミックウェア,特許6265524,小田,小田,,,,,,,,,1,6265524
ミックウェア,特許6276533,小田,小田,,,,,,,,,1,6276533
ミックウェア,特許6288967,小田,小田,,,,,,,,,1,6288967
ミックウェア,特許6289116,小田,小田,,,,,,,,,1,6289116
ミックウェア,特許6289560,小田,小田,,,,,,,,,1,6289560
ミックウェア,特許6298320,小田,小田,,,,,,,,,1,6298320
ミックウェア,特許6306287,小田,小田,,,,,,,,,1,6306287
ミックウェア,特許6306333,小田,小田,,,,,,,,,1,6306333
ミックウェア,特許6313059,小田,小田,,,,,,,,,1,6313059
ミックウェア,特許6325785,小田,小田,,,,,,,,,1,6325785
ミックウェア,特許6332156,小田,小田,,,,,,,,,1,6332156
ミックウェア,特許6347943,小田,小田,,,,,,,,,1,6347943
ミックウェア,特許6353190,小田,小田,,,,,,,,,1,6353190
ミックウェア,特許6353199,小田,小田,,,,,,,,,1,6353199
ミックウェア,特許6353235,小田,小田,,,,,,,,,1,6353235
ミックウェア,特許6353238,小田,小田,,,,,,,,,1,6353238
ミックウェア,特許6358072,小田,小田,,,,,,,,,1,6358072
ミックウェア,特許6358791,小田,小田,,,,,,,,,1,6358791
ミックウェア,特許6366246,小田,小田,,,,,,,,,1,6366246
ミックウェア,特許6366286,小田,小田,,,,,,,,,1,6366286
ミックウェア,特許6366409,小田,小田,,,,,,,,,1,6366409
ミックウェア,特許6370440,小田,小田,,,,,,,,,1,6370440
ミックウェア,特許6377672,小田,小田,,,,,,,,,1,6377672
ミックウェア,特許6392065,小田,小田,,,,,,,,,1,6392065
ミックウェア,特許6403306,小田,小田,,,,,,,,,1,6403306
ミックウェア,特許6403482,小田,小田,,,,,,,,,1,6403482
ミックウェア,特許6415157,小田,小田,,,,,,,,,1,6415157
ミックウェア,特許6426638,小田,小田,,,,,,,,,1,6426638
ミックウェア,特許6430105,小田,小田,,,,,,,,,1,6430105
ミックウェア,特許6430111,小田,小田,,,,,,,,,1,6430111
ミックウェア,特許6433044,小田,小田,,,,,,,,,1,6433044
ミックウェア,特許6441638,小田,小田,,,,,,,,,1,6441638
ミックウェア,特許6441646,小田,小田,,,,,,,,,1,6441646
ミックウェア,特許6457973,小田,小田,,,,,,,,,1,6457973
ミックウェア,特許6462413,小田,小田,,,,,,,,,1,6462413
ミックウェア,特許6464986,小田,小田,,,,,,,,,1,6464986
ミックウェア,特許6466662,小田,小田,,,,,,,,,1,6466662
ミックウェア,特許6475413,小田,小田,,,,,,,,,1,6475413
ミックウェア,特許6482198,小田,小田,,,,,,,,,1,6482198
ミックウェア,特許6484424,小田,小田,,,,,,,,,1,6484424
ミックウェア,特許6497928,小田,小田,,,,,,,,,1,6497928
ミックウェア,特許6499438,小田,小田,,,,,,,,,1,6499438
ミックウェア,特許6512679,小田,小田,,,,,,,,,1,6512679
ミックウェア,特許6516657,小田,小田,,,,,,,,,1,6516657
ミックウェア,特許6533055,小田,小田,,,,,,,,,1,6533055
ミックウェア,特許6533072,小田,小田,,,,,,,,,1,6533072
ミックウェア,特許6533640,小田,小田,,,,,,,,,1,6533640
ミックウェア,特許6546760,小田,小田,,,,,,,,,1,6546760
ミックウェア,特許6553874,小田,小田,,,,,,,,,1,6553874
ミックウェア,特許6553949,小田,小田,,,,,,,,,1,6553949
ミックウェア,特許6557392,小田,小田,,,,,,,,,1,6557392
ミックウェア,特許6564190,小田,小田,,,,,,,,,1,6564190
ミックウェア,特許6571102,小田,小田,,,,,,,,,1,6571102
ミックウェア,特許6578776,小田,小田,,,,,,,,,1,6578776
ミックウェア,特許6582915,小田,小田,,,,,,,,,1,6582915
ミックウェア,特許6586146,小田,小田,,,,,,,,,1,6586146
ミックウェア,特許6600581,小田,小田,,,,,,,,,1,6600581
ミックウェア,特許6604758,小田,小田,,,,,,,,,1,6604758
ミックウェア,特許6605052,小田,小田,,,,,,,,,1,6605052
ミックウェア,特許6607685,小田,小田,,,,,,,,,1,6607685
ミックウェア,特許6615501,小田,小田,,,,,,,,,1,6615501
ミックウェア,特許6616355,小田,小田,,,,,,,,,1,6616355
ミックウェア,特許6625341,小田,小田,,,,,,,,,1,6625341
ミックウェア,特許6633827,小田,小田,,,,,,,,,1,6633827
ミックウェア,特許6633839,小田,小田,,,,,,,,,1,6633839
ミックウェア,特許6633840,小田,小田,,,,,,,,,1,6633840
ミックウェア,特許6634056,小田,小田,,,,,,,,,1,6634056
ミックウェア,特許6646090,小田,小田,,,,,,,,,1,6646090
ミックウェア,特許6646354,小田,小田,,,,,,,,,1,6646354
ミックウェア,特許6646364,小田,小田,,,,,,,,,1,6646364
ミックウェア,特許6646472,小田,小田,,,,,,,,,1,6646472
ミックウェア,特許6650845,小田,小田,,,,,,,,,1,6650845
ミックウェア,特許6651293,小田,小田,,,,,,,,,1,6651293
ミックウェア,特許6655871,小田,小田,,,,,,,,,1,6655871
ミックウェア,特許6663824,小田,小田,,,,,,,,,1,6663824
ミックウェア,特許6670547,小田,小田,,,,,,,,,1,6670547
ミックウェア,特許6676538,小田,小田,,,,,,,,,1,6676538
ミックウェア,特許6677438,小田,小田,,,,,,,,,1,6677438
ミックウェア,特許6677527,小田,小田,,,,,,,,,1,6677527
ミックウェア,特許6684109,小田,小田,,,,,,,,,1,6684109
ミックウェア,特許6684194,小田,小田,,,,,,,,,1,6684194
ミックウェア,特許6688773,小田,小田,,,,,,,,,1,6688773
ミックウェア,特許6689240,小田,小田,,,,,,,,,1,6689240
ミックウェア,特許6694242,小田,小田,,,,,,,,,1,6694242
ミックウェア,特許6694421,小田,小田,,,,,,,,,1,6694421
ミックウェア,特許6700058,小田,小田,,,,,,,,,1,6700058
ミックウェア,特許6707491,小田,小田,,,,,,,,,1,6707491
ミックウェア,特許6708359,小田,小田,,,,,,,,,1,6708359
ミックウェア,特許6710182,小田,小田,,,,,,,,,1,6710182
ミックウェア,特許6711785,小田,小田,,,,,,,,,1,6711785
ミックウェア,特許6712102,小田,小田,,,,,,,,,1,6712102
ミックウェア,特許6712753,小田,小田,,,,,,,,,1,6712753
ミックウェア,特許6714944,小田,小田,,,,,,,,,1,6714944
ミックウェア,特許6715075,小田,小田,,,,,,,,,1,6715075
ミックウェア,特許6718418,小田,小田,,,,,,,,,1,6718418
ミックウェア,特許6718962,小田,小田,,,,,,,,,1,6718962
ミックウェア,特許6723760,小田,小田,,,,,,,,,1,6723760
ミックウェア,特許6723761,小田,小田,,,,,,,,,1,6723761
ミックウェア,特許6730129,小田,小田,,,,,,,,,1,6730129
ミックウェア,特許6732819,小田,小田,,,,,,,,,1,6732819
ミックウェア,特許6736520,小田,小田,,,,,,,,,1,6736520
ミックウェア,特許6744055,小田,小田,,,,,,,,,1,6744055
ミックウェア,特許6746191,小田,小田,,,,,,,,,1,6746191
ミックウェア,特許6754626,小田,小田,,,,,,,,,1,6754626
ミックウェア,特許6757292,小田,小田,,,,,,,,,1,6757292
ミックウェア,特許6761222,小田,小田,,,,,,,,,1,6761222
ミックウェア,特許6766234,小田,小田,,,,,,,,,1,6766234
ミックウェア,特許6779597,小田,小田,,,,,,,,,1,6779597
ミックウェア,特許6788637,小田,小田,,,,,,,,,1,6788637
ミックウェア,特許6789738,小田,小田,,,,,,,,,1,6789738
ミックウェア,特許6811753,小田,小田,,,,,,,,,1,6811753
ミックウェア,特許6816924,小田,小田,,,,,,,,,1,6816924
ミックウェア,特許6817753,小田,小田,,,,,,,,,1,6817753
ミックウェア,特許6823895,小田,小田,,,,,,,,,1,6823895
ミックウェア,特許6823896,小田,小田,,,,,,,,,1,6823896
ミックウェア,特許6825766,小田,小田,,,,,,,,,1,6825766
ミックウェア,特許6832966,小田,小田,,,,,,,,,1,6832966
ミックウェア,特許6833007,小田,小田,,,,,,,,,1,6833007
ミックウェア,特許6837087,小田,小田,,,,,,,,,1,6837087
ミックウェア,特許6845603,小田,小田,,,,,,,,,1,6845603
ミックウェア,特許6845604,小田,小田,,,,,,,,,1,6845604
ミックウェア,特許6858643,小田,小田,,,,,,,,,1,6858643
ミックウェア,特許6867098,小田,小田,,,,,,,,,1,6867098
ミックウェア,特許6870827,小田,小田,,,,,,,,,1,6870827
ミックウェア,特許6873595,小田,小田,,,,,,,,,1,6873595
ミックウェア,特許6875068,小田,小田,,,,,,,,,1,6875068
ミックウェア,特許6884744,小田,小田,,,,,,,,,1,6884744
ミックウェア,特許6888881,小田,小田,,,,,,,,,1,6888881
ミックウェア,特許6891160,小田,小田,,,,,,,,,1,6891160
ミックウェア,特許6892220,小田,小田,,,,,,,,,1,6892220
ミックウェア,特許6903630,小田,小田,,,,,,,,,1,6903630
ミックウェア,特許6908335,小田,小田,,,,,,,,,1,6908335
ミックウェア,特許6909834,小田,小田,,,,,,,,,1,6909834
ミックウェア,特許6924552,小田,小田,,,,,,,,,1,6924552
ミックウェア,特許6928022,小田,小田,,,,,,,,,1,6928022
ミックウェア,特許6955605,小田,小田,,,,,,,,,1,6955605
ミックウェア,特許6956232,小田,小田,,,,,,,,,1,6956232
ミックウェア,特許6957811,小田,小田,,,,,,,,,1,6957811
ミックウェア,特許6967417,小田,小田,,,,,,,,,1,6967417
ミックウェア,特許6976378,小田,小田,,,,,,,,,1,6976378
ミックウェア,特許6979141,小田,小田,,,,,,,,,1,6979141
ミックウェア,特許6986055,小田,小田,,,,,,,,,1,6986055
ミックウェア,特許6987199,小田,小田,,,,,,,,,1,6987199
ミックウェア,特許6989641,小田,小田,,,,,,,,,1,6989641
ミックウェア,特許6998914,小田,小田,,,,,,,,,1,6998914
ミックウェア,特許7023821,小田,小田,,,,,,,,,1,7023821
ミックウェア,特許7033112,小田,小田,,,,,,,,,1,7033112
ミックウェア,特許7035289,小田,小田,,,,,,,,,1,7035289
ミックウェア,特許7036783,小田,小田,,,,,,,,,1,7036783
ミックウェア,特許7036870,小田,小田,,,,,,,,,1,7036870
ミックウェア,特許7039536,小田,小田,,,,,,,,,1,7039536
ミックウェア,特許7050114,小田,小田,,,,,,,,,1,7050114
ミックウェア,特許7051497,小田,小田,,,,,,,,,1,7051497
ミックウェア,特許7060568,小田,小田,,,,,,,,,1,7060568
ミックウェア,特許7090779,小田,小田,,,,,,,,,1,7090779
ミックウェア,特許7096201,小田,小田,,,,,,,,,1,7096201
ミックウェア,特許7096228,小田,小田,,,,,,,,,1,7096228
ミックウェア,特許7121629,小田,小田,,,,,,,,,1,7121629
ミックウェア,特許7131471,小田,小田,,,,,,,,,1,7131471
ミックウェア,特許7138758,小田,小田,,,,,,,,,1,7138758
ミックウェア,特許7145807,小田,小田,,,,,,,,,1,7145807
ミックウェア,特許7149327,小田,小田,,,,,,,,,1,7149327
ミックウェア,特許7160971,小田,小田,,,,,,,,,1,7160971
ミックウェア,特許7181674,小田,小田,,,,,,,,,1,7181674
ミックウェア,特許7182585,小田,小田,,,,,,,,,1,7182585
ミックウェア,特許7194668,小田,小田,,,,,,,,,1,7194668
ミックウェア,特許7194775,小田,小田,,,,,,,,,1,7194775
ミックウェア,特許7204386,小田,小田,,,,,,,,,1,7204386
ミックウェア,特許7206010,小田,小田,,,,,,,,,1,7206010
ミックウェア,特許7232793,小田,小田,,,,,,,,,1,7232793
ミックウェア,特許7240358,小田,小田,,,,,,,,,1,7240358
ミックウェア,特許7242724,小田,小田,,,,,,,,,1,7242724
ミックウェア,特許7384846,小田,小田,,,,,,,,,1,7384846
ミックウェア,特許7390253,小田,小田,,,,,,,,,1,7390253
ミックウェア,特許7407774,小田,小田,,,,,,,,,1,7407774
ミックウェア,特許7426176,小田,小田,,,,,,,,,1,7426176
ミックウェア,特許7467672,小田,小田,,,,,,,,,1,7467672
ミックウェア,特許7488745,小田,小田,,,,,,,,,1,7488745
ミックウェア,特許7502490,小田,小田,,,,,,,,,1,7502490
ミックウェア,特許7503669,小田,小田,,,,,,,,,1,7503669
ミックウェア,特許7513542,小田,小田,,,,,,,,,1,7513542
ミックウェア,特許7551547,小田,小田,,,,,,,,,1,7551547
ミックウェア,特許7564395,小田,小田,,,,,,,,,1,7564395
ミックウェア,特許7573595,小田,小田,,,,,,,,,1,7573595
ミックウェア,特許7584207,小田,小田,,,,,,,,,1,7584207
ミックウェア,特許7587336,小田,小田,,,,,,,,,1,7587336
ミックウェア,特許7606651,小田,小田,,,,,,,,,1,7606651
ミックウェア,特許7610733,小田,小田,,,,,,,,,1,7610733
ミックウェア,特許7611634,小田,小田,,,,,,,,,1,7611634
ミックウェア,特許7612287,小田,小田,,,,,,,,,1,7612287
ミックウェア,特許7614440,小田,小田,,,,,,,,,1,7614440
ミックウェア,特許7617810,小田,小田,,,,,,,,,1,7617810
ミックウェア,特許7624088,小田,小田,,,,,,,,,1,7624088
ミックウェア,特許7624284,小田,小田,,,,,,,,,1,7624284
ミックウェア,特許7627163,小田,小田,,,,,,,,,1,7627163
ミックウェア,特許7627906,小田,小田,,,,,,,,,1,7627906
ミックウェア,特許7629785,小田,小田,,,,,,,,,1,7629785
ミックウェア,特許7654174,小田,小田,,,,,,,,,1,7654174
ミックウェア,特許7657000,小田,小田,,,,,,,,,1,7657000
ミックウェア,特許7660417,小田,小田,,,,,,,,,1,7660417
ミックウェア,特許7660465,小田,小田,,,,,,,,,1,7660465
ミックウェア,特許7660992,小田,小田,,,,,,,,,1,7660992
ミックウェア,特許7667380,小田,小田,,,,,,,,,1,7667380
ミックウェア,特許7667921,小田,小田,,,,,,,,,1,7667921
ミックウェア,特許7670937,小田,小田,,,,,,,,,1,7670937
ミックウェア,特許7681812,小田,小田,,,,,,,,,1,7681812
ミックウェア,特許7685928,小田,小田,,,,,,,,,1,7685928
ミックウェア,特許7688473,小田,小田,,,,,,,,,1,7688473
ミックウェア,特許7689802,小田,小田,,,,,,,,,1,7689802
ミックウェア,特許7692891,小田,小田,,,,,,,,,1,7692891
ミックウェア,特許7694920,小田,小田,,,,,,,,,1,7694920
ミックウェア,特許7696859,小田,小田,,,,,,,,,1,7696859
ミックウェア,特許7703294,小田,小田,,,,,,,,,1,7703294
ミックウェア,特許7706035,小田,小田,,,,,,,,,1,7706035
ミックウェア,特許7709256,小田,小田,,,,,,,,,1,7709256
ミックウェア,特許7717434,小田,小田,,,,,,,,,1,7717434
ミックウェア,特許7725183,小田,小田,,,,,,,,,1,7725183
ミックウェア,特許7727364,小田,小田,,,,,,,,,1,7727364
ミックウェア,特許7733427,小田,小田,,,,,,,,,1,7733427
ミックウェア,特許7733619,小田,小田,,,,,,,,,1,7733619
ミックウェア,特許7738782,小田,小田,,,,,,,,,1,7738782
ミックウェア,特許7738793,小田,小田,,,,,,,,,1,7738793
ミックウェア,特許7738794,小田,小田,,,,,,,,,1,7738794
ミックウェア,特許7738795,小田,小田,,,,,,,,,1,7738795
ミックウェア,特許7742970,小田,小田,,,,,,,,,1,7742970
ミックウェア,特許7746610,小田,小田,,,,,,,,,1,7746610
日本電気株式会社,特許05353193,滝波,,,,,,,,,,1,5353193
日本電気株式会社,特許05217922,滝波,,,,,,,,,,1,5217922
日本無線株式会社,特許05028215,滝波,,,,,,,,,,1,5028215
日本無線株式会社,特許04950752,滝波,,,,,,,,,,1,4950752
日本無線株式会社,特許04920483,滝波,,,,,,,,,,1,4920483
新日本無線株式会社,特許05052215,滝波,,,,,,,,,,1,5052215
日本無線株式会社,特許05208005,滝波,,,,,,,,,,1,5208005
新日本無線株式会社,特許05513813,滝波,,,,,,,,,,1,5513813
日本電気株式会社,特許06819692,徳田,,,,,,,,,,1,6819692
日本電気株式会社,特許06816591,徳田,,,,,,,,,,1,6816591
日本電気株式会社,特許06787649,徳田,,,,,,,,,,1,6787649
日本電気株式会社,特許06753115,徳田,,,,,,,,,,1,6753115
日本電気株式会社,特許06724568,徳田,,,,,,,,,,1,6724568
日本電気株式会社,特許06716919,徳田,,,,,,,,,,1,6716919
日本電気株式会社,特許06708204,徳田,,,,,,,,,,1,6708204
日本電気株式会社,特許06662298,徳田,,,,,,,,,,1,6662298
日本電気株式会社,特許06642159,徳田,,,,,,,,,,1,6642159
日本電気株式会社,特許06620887,徳田,,,,,,,,,,1,6620887
日本電気株式会社,特許06607310,徳田,,,,,,,,,,1,6607310
日本電気株式会社,特許06569532,徳田,,,,,,,,,,1,6569532
日本電気株式会社,特許06544453,徳田,,,,,,,,,,1,6544453
日本電気株式会社,特許06531821,徳田,,,,,,,,,,1,6531821
日本電気株式会社,特許06520029,徳田,,,,,,,,,,1,6520029
日本電気株式会社,特許06399235,徳田,,,,,,,,,,1,6399235
日本電気株式会社,特許06399096,徳田,,,,,,,,,,1,6399096
日本電気株式会社,特許06315301,徳田,,,,,,,,,,1,6315301
日本電気株式会社,特許06296251,徳田,,,,,,,,,,1,6296251
日本電気株式会社,特許06127774,徳田,,,,,,,,,,1,6127774
日本電気株式会社,特許06106955,徳田,,,,,,,,,,1,6106955
日本電気株式会社,特許06070689,徳田,,,,,,,,,,1,6070689
日本電気株式会社,特許06041124,徳田,,,,,,,,,,1,6041124
日本電気株式会社,特許05942404,徳田,,,,,,,,,,1,5942404
日本電気株式会社,特許05870633,徳田,,,,,,,,,,1,5870633
日本電気株式会社,特許05794603,徳田,,,,,,,,,,1,5794603
日本電気株式会社,特許05769039,徳田,,,,,,,,,,1,5769039
日本電気株式会社,特許05716753,徳田,,,,,,,,,,1,5716753
日本電気株式会社,特許05673804,徳田,,,,,,,,,,1,5673804
日本電気株式会社,特許05560704,徳田,,,,,,,,,,1,5560704
日本電気株式会社,特許05534077,徳田,,,,,,,,,,1,5534077
日本電気株式会社,特許05338954,徳田,,,,,,,,,,1,5338954
日本電気株式会社,特許05234441,徳田,,,,,,,,,,1,5234441
日本電気株式会社,特許04941080,徳田,,,,,,,,,,1,4941080
日本電気株式会社,特許04873133,徳田,,,,,,,,,,1,4873133
日本電気株式会社,特許04525556,徳田,,,,,,,,,,1,4525556
